Date,Team,Opponent,GoalsFor,GoalsAgainst,EloPre,EloPost,ExpWinProb,IsHome
1994-02-19,Arsenal,Everton,1.0,1.0,1543.898643614091,1542.8812613434875,0.5508691135301728,0
1994-02-26,Arsenal,Blackburn,1.0,0.0,1542.8812613434875,1552.9164960531896,0.49823826451489434,1
1994-03-05,Arsenal,Ipswich,5.0,1.0,1552.9164960531896,1562.7191841767158,0.5098655938236916,0
1994-03-19,Arsenal,Southampton,4.0,0.0,1562.7191841767158,1571.5226964659466,0.559824385538455,0
1994-03-22,Arsenal,Man United,2.0,2.0,1571.5226964659466,1571.1014172591008,0.5210639603422933,1
1994-03-26,Arsenal,Liverpool,1.0,0.0,1571.1014172591008,1578.3661377767085,0.6367639741196147,1
1994-04-02,Arsenal,Swindon,1.0,1.0,1578.3661377767085,1572.7630193463203,0.7801559215194102,1
1994-04-04,Arsenal,Sheffield United,1.0,1.0,1572.7630193463203,1571.1924821166194,0.5785268614850396,0
1994-04-16,Arsenal,Chelsea,1.0,0.0,1571.1924821166194,1577.3063346438812,0.694307373636908,1
1994-04-19,Arsenal,Wimbledon,1.0,1.0,1577.3063346438812,1574.3970531508962,0.6454640746492469,1
1994-04-23,Arsenal,Aston Villa,2.0,1.0,1574.3970531508962,1583.850022157624,0.5273515496636123,0
1994-04-27,Arsenal,QPR,1.0,1.0,1583.850022157624,1583.6474897615337,0.5101266198045078,0
1994-04-30,Arsenal,West Ham,0.0,2.0,1583.6474897615337,1568.9476819253591,0.7349903918087259,1
1994-05-07,Arsenal,Newcastle,0.0,2.0,1568.9476819253591,1560.7607096384343,0.4093486143462406,0
1994-08-20,Arsenal,Man City,3.0,0.0,1560.7607096384343,1566.850763094919,0.6954973271757569,1
1994-08-23,Arsenal,Leeds,0.0,1.0,1566.850763094919,1558.3873727908824,0.4231695152018313,0
1994-08-28,Arsenal,Liverpool,0.0,3.0,1558.3873727908824,1548.6002360068808,0.4893568392000823,0
1994-08-31,Arsenal,Blackburn,0.0,0.0,1548.6002360068808,1548.4761781669995,0.5062028919940653,1
1994-09-10,Arsenal,Norwich,0.0,0.0,1548.4761781669995,1548.0147648565844,0.523070665520754,0
1994-09-18,Arsenal,Newcastle,2.0,3.0,1548.0147648565844,1538.208731735576,0.49030165605041287,1
1994-09-25,Arsenal,West Ham,2.0,0.0,1538.208731735576,1547.9475675977633,0.5130582068906351,0
1994-10-01,Arsenal,Crystal Palace,1.0,2.0,1547.9475675977633,1534.191737142947,0.6877915227408123,1
1994-10-08,Arsenal,Wimbledon,3.0,1.0,1534.191737142947,1545.675931386037,0.425790287845491,0
1994-10-15,Arsenal,Chelsea,3.0,1.0,1545.675931386037,1552.9132149261388,0.6381358229949138,1
1994-10-23,Arsenal,Coventry,2.0,1.0,1552.9132149261388,1559.760146848102,0.6576534039018435,1
1994-10-29,Arsenal,Everton,1.0,1.0,1559.760146848102,1556.562969620525,0.659858861378847,0
1994-11-06,Arsenal,Sheffield Weds,0.0,0.0,1556.562969620525,1553.735188690324,0.6413890465100528,1
1994-11-19,Arsenal,Southampton,0.0,1.0,1553.735188690324,1542.6634338778808,0.553587740622167,0
1994-11-23,Arsenal,Leicester,1.0,2.0,1542.6634338778808,1531.4364745936182,0.5613479642131316,0
1994-11-26,Arsenal,Man United,0.0,0.0,1531.4364745936182,1533.3096051956777,0.4063434698970229,1
1994-12-03,Arsenal,Nott'm Forest,2.0,2.0,1533.3096051956777,1534.8773252275664,0.4216139984055678,0
1994-12-12,Arsenal,Man City,2.0,1.0,1534.8773252275664,1546.0060741864456,0.44356255205603745,0
1994-12-17,Arsenal,Leeds,1.0,3.0,1546.0060741864456,1534.286989230535,0.5859542477955297,1
1994-12-26,Arsenal,Aston Villa,0.0,0.0,1534.286989230535,1530.1129754121444,0.7087006909195303,1
1994-12-28,Arsenal,Ipswich,2.0,0.0,1530.1129754121444,1537.952043219276,0.6080466096434234,0
1994-12-31,Arsenal,QPR,1.0,3.0,1537.952043219276,1525.054167156296,0.6448938031490041,1
1995-01-02,Arsenal,Tottenham,0.0,1.0,1525.054167156296,1515.879332733106,0.4587417211595044,0
1995-01-14,Arsenal,Everton,1.0,1.0,1515.879332733106,1512.004834936895,0.6937248898105554,1
1995-01-21,Arsenal,Coventry,1.0,0.0,1512.004834936895,1522.7935205324384,0.4605657202228206,0
1995-01-24,Arsenal,Southampton,1.0,1.0,1522.7935205324384,1519.583083336205,0.6605218598116666,1
1995-02-04,Arsenal,Sheffield Weds,1.0,3.0,1519.583083336205,1511.9078771969303,0.38376030696373775,0
1995-02-11,Arsenal,Leicester,1.0,1.0,1511.9078771969303,1507.692445149099,0.7107716023915615,1
1995-02-21,Arsenal,Nott'm Forest,1.0,0.0,1507.692445149099,1516.6713016245342,0.5510571762282477,1
1995-02-25,Arsenal,Crystal Palace,3.0,0.0,1516.6713016245342,1526.9769176236266,0.48471920004537783,0
1995-03-05,Arsenal,West Ham,0.0,1.0,1526.9769176236266,1512.754045640828,0.7111435991399326,1
1995-03-08,Arsenal,Blackburn,1.0,3.0,1512.754045640828,1508.0958686059296,0.2329088517449196,0
1995-03-19,Arsenal,Newcastle,0.0,1.0,1508.0958686059296,1502.2943099100576,0.2900779347935982,0
1995-03-22,Arsenal,Man United,0.0,3.0,1502.2943099100576,1497.7194943726179,0.22874077687198813,0
1995-04-01,Arsenal,Norwich,5.0,1.0,1497.7194943726179,1505.2219408540143,0.6248776759301738,1
1995-04-08,Arsenal,QPR,1.0,3.0,1505.2219408540143,1497.5017401379355,0.38601003580394455,0
